class_name,repo,file_path,n_methods,Logical Lines,Distinct Operators,Distinct Operands,Total Operators,Total Operands,Cyclomatic Complexity,project,label_god_class,label_data_class,label_long_method,label_feature_envy
ATMSimulation,clean_projects,/content/student_repos/clean_projects/Java-code/ATMSimulation.java,6,80,13,16,182,272,11,Java-code,0,0,0,0
loginATM,clean_projects,/content/student_repos/clean_projects/Java-code/loginATM.java,4,107,18,22,315,473,7,Java-code,0,0,0,0
OOps_Switch_statements_01,clean_projects,/content/student_repos/clean_projects/Java-code/OOps_Switch_statements_01.java,2,34,7,9,56,85,8,Java-code,0,0,0,0
hellotextfilesystem,clean_projects,/content/student_repos/clean_projects/Java-code/hellotextfilesystem.java,8,125,17,21,293,440,14,Java-code,0,0,0,0
userAuthentication,clean_projects,/content/student_repos/clean_projects/Java-code/userAuthentication.java,5,86,14,18,206,309,12,Java-code,0,0,0,0
Switch_Statements_01,clean_projects,/content/student_repos/clean_projects/Java-code/Switch_Statements_01.java,1,30,8,10,61,92,8,Java-code,0,0,0,0
useOfScannerClass_04,clean_projects,/content/student_repos/clean_projects/Java-code/useOfScannerClass_04.java,1,13,7,8,43,65,2,Java-code,0,0,0,0
Loops_for_Loop_02,clean_projects,/content/student_repos/clean_projects/Java-code/Loops_for_Loop_02.java,1,9,5,6,26,40,2,Java-code,0,0,0,0
ATM_simulation,clean_projects,/content/student_repos/clean_projects/Java-code/ATM_simulation.java,5,70,13,16,162,244,7,Java-code,0,0,0,0
while_and_do_while_Loops_03,clean_projects,/content/student_repos/clean_projects/Java-code/while_and_do_while_Loops_03.java,1,11,5,7,29,44,2,Java-code,0,0,0,0
TicTacToe,clean_projects,/content/student_repos/clean_projects/TicTacToe/TicTacToe.java,5,72,15,19,237,355,15,TicTacToe,0,0,0,0
Exchange,clean_projects,/content/student_repos/clean_projects/Exchange-Indian-Currency/Exchange.java,2,28,10,13,107,160,6,Exchange-Indian-Currency,0,0,0,0
Guessgame,clean_projects,/content/student_repos/clean_projects/Guessing game/Guessgame.java,1,67,13,16,166,249,15,Guessing game,0,0,0,0
Main,clean_projects,/content/student_repos/clean_projects/java_intro_for_beginners/Main.java,1,9,5,6,24,36,1,java_intro_for_beginners,0,0,0,0
datatype_in_java,clean_projects,/content/student_repos/clean_projects/java_intro_for_beginners/datatype_in_java.java,1,21,8,10,69,103,1,java_intro_for_beginners,0,0,0,0
Program,clean_projects,/content/student_repos/clean_projects/TreeSet_ElementsCompare/Program.java,1,10,6,7,37,55,2,TreeSet_ElementsCompare,0,0,0,0
Product,clean_projects,/content/student_repos/clean_projects/TreeSet_ElementsCompare/Product.java,9,35,9,11,77,116,5,TreeSet_ElementsCompare,0,1,0,0
user,clean_projects,/content/student_repos/clean_projects/byteconvertion/user.java,0,10,4,18,28,25,1,byteconvertion,0,0,0,0
user_alt,clean_projects,/content/student_repos/clean_projects/byteconvertion/user_alt.java,0,11,4,21,28,28,1,byteconvertion,0,0,0,0
inter,clean_projects,/content/student_repos/clean_projects/byteconvertion/inter.java,16,321,36,44,1268,1902,19,byteconvertion,1,0,0,1
Autenticacao,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/Autenticacao.java,2,17,6,8,40,59,4,academic-management-system-main,0,0,0,0
ElementCanNotAcessObjectException,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/ElementCanNotAcessObjectException.java,1,3,2,3,5,7,1,academic-management-system-main,0,0,0,0
Main,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/Main.java,1,246,30,36,887,1330,51,academic-management-system-main,0,0,0,0
ElementDoesNotBelongToListException,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/ElementDoesNotBelongToListException.java,1,3,2,3,5,7,1,academic-management-system-main,0,0,0,0
TesteSistema,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/TesteSistema.java,12,153,24,29,580,869,2,academic-management-system-main,0,0,0,0
Sistema,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/Sistema.java,10,76,13,16,180,271,4,academic-management-system-main,0,0,1,0
TesteUsuarios,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/TesteUsuarios.java,13,75,16,19,252,378,1,academic-management-system-main,0,0,0,0
Professor,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/Professor.java,5,35,9,11,87,130,4,academic-management-system-main,0,0,0,0
Historico,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/Historico.java,6,20,6,8,38,57,1,academic-management-system-main,0,0,0,0
InvalidPasswordException,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/InvalidPasswordException.java,1,3,2,3,5,7,1,academic-management-system-main,0,0,0,0
Tarefa,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/Tarefa.java,5,20,6,8,42,63,2,academic-management-system-main,0,0,0,0
Turma,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/Turma.java,10,86,15,18,224,336,8,academic-management-system-main,0,0,1,0
StringTooShortException,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/StringTooShortException.java,1,3,2,3,5,7,1,academic-management-system-main,0,0,0,0
ListAlreadyContainsElementException,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/ListAlreadyContainsElementException.java,1,3,2,3,5,7,1,academic-management-system-main,0,0,0,0
Usuario,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/Usuario.java,5,45,10,13,108,161,5,academic-management-system-main,0,1,0,0
Aluno,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/Aluno.java,5,23,8,9,58,88,2,academic-management-system-main,0,0,0,0
InvalidUsernameException,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/InvalidUsernameException.java,1,3,2,3,5,7,1,academic-management-system-main,0,0,0,0
Disciplina,clean_projects,/content/student_repos/clean_projects/academic-management-system-main/Disciplina.java,2,6,3,4,9,14,1,academic-management-system-main,0,0,0,0
DoctorServices,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/DoctorServices.java,2,11,5,6,22,33,2,Hospital-Management-System-master,0,0,0,0
index,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/index.java,1,4,4,5,16,23,2,Hospital-Management-System-master,0,0,0,0
Doctor,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/Doctor.java,12,34,7,9,53,80,1,Hospital-Management-System-master,0,1,0,0
Process,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/Process.java,16,219,29,36,842,1264,20,Hospital-Management-System-master,1,0,1,0
PrescriptionServices,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/PrescriptionServices.java,7,109,17,21,283,424,10,Hospital-Management-System-master,0,0,0,1
Nurse,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/Nurse.java,11,31,7,9,52,78,1,Hospital-Management-System-master,0,1,0,0
Room,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/Room.java,12,34,7,9,53,80,1,Hospital-Management-System-master,0,1,0,0
Employee,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/Employee.java,20,58,9,12,89,134,1,Hospital-Management-System-master,0,1,0,0
Medicine,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/Medicine.java,8,22,6,7,35,52,1,Hospital-Management-System-master,0,1,0,0
CategoryServices,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/CategoryServices.java,5,46,10,12,102,152,2,Hospital-Management-System-master,0,0,0,0
Prescription,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/Prescription.java,18,52,9,11,81,121,1,Hospital-Management-System-master,0,1,0,0
Indoor,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/Indoor.java,16,46,8,10,72,107,1,Hospital-Management-System-master,0,1,0,0
Category,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/Category.java,6,16,5,6,26,38,1,Hospital-Management-System-master,0,1,0,0
HmsFactory,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/HmsFactory.java,41,162,20,25,418,626,2,Hospital-Management-System-master,0,0,0,0
MedicineServices,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/MedicineServices.java,5,52,11,14,123,185,2,Hospital-Management-System-master,0,0,0,0
IndoorServices,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/IndoorServices.java,3,20,7,8,46,68,2,Hospital-Management-System-master,0,0,0,0
AuthFilter,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/AuthFilter.java,3,14,7,8,43,64,3,Hospital-Management-System-master,0,0,0,0
RoomServices,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/RoomServices.java,3,19,6,8,39,59,2,Hospital-Management-System-master,0,0,0,0
PatientServices,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/PatientServices.java,5,43,10,12,98,146,2,Hospital-Management-System-master,0,0,0,0
Patient,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/Patient.java,20,58,9,12,90,135,1,Hospital-Management-System-master,0,1,0,0
HmsDA,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/HmsDA.java,59,704,48,59,2336,3503,6,Hospital-Management-System-master,0,0,1,1
NurseServices,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/NurseServices.java,2,11,5,6,22,33,2,Hospital-Management-System-master,0,0,0,0
User,clean_projects,/content/student_repos/clean_projects/Hospital-Management-System-master/User.java,10,28,7,8,44,66,1,Hospital-Management-System-master,0,1,0,0
main,clean_projects,/content/student_repos/clean_projects/Simple Adventure Game/main.java,13,68,11,13,118,177,7,Simple Adventure Game,0,0,0,0
TrainedModelApp,clean_projects,/content/student_repos/clean_projects/practical-applications/TrainedModelApp.java,1,32,12,15,144,215,7,practical-applications,0,0,0,0
NNTrainingUsingZoo,clean_projects,/content/student_repos/clean_projects/practical-applications/NNTrainingUsingZoo.java,2,77,17,21,303,454,6,practical-applications,0,0,0,0
bank,clean_projects,/content/student_repos/clean_projects/banking application/bank.java,1,81,12,14,140,210,10,banking application,0,0,1,0
connection,clean_projects,/content/student_repos/clean_projects/banking application/connection.java,1,18,5,6,27,40,2,banking application,0,0,0,0
bankmanagemment,clean_projects,/content/student_repos/clean_projects/banking application/bankmanagemment.java,4,176,18,22,325,488,12,banking application,0,0,0,0
BulgarianSolitaireGame,clean_projects,/content/student_repos/clean_projects/bulgarianSolitaire/BulgarianSolitaireGame.java,4,58,13,16,167,251,8,bulgarianSolitaire,0,0,1,0
PlayBulgarianSolitaire,clean_projects,/content/student_repos/clean_projects/bulgarianSolitaire/PlayBulgarianSolitaire.java,1,13,6,8,38,58,2,bulgarianSolitaire,0,0,0,0
MovieDao,clean_projects,/content/student_repos/clean_projects/Movie-seat-booking-master/MovieDao.java,6,59,16,19,246,369,2,Movie-seat-booking-master,0,0,0,0
AdminController,clean_projects,/content/student_repos/clean_projects/Movie-seat-booking-master/AdminController.java,11,67,14,17,184,275,2,Movie-seat-booking-master,1,0,0,0
ShowDao,clean_projects,/content/student_repos/clean_projects/Movie-seat-booking-master/ShowDao.java,8,86,18,21,307,460,3,Movie-seat-booking-master,0,0,0,0
Show,clean_projects,/content/student_repos/clean_projects/Movie-seat-booking-master/Show.java,13,41,8,10,68,102,3,Movie-seat-booking-master,0,0,0,0
FirstController,clean_projects,/content/student_repos/clean_projects/Movie-seat-booking-master/FirstController.java,4,27,9,12,90,134,1,Movie-seat-booking-master,0,0,0,0
ShowPlusMoviename,clean_projects,/content/student_repos/clean_projects/Movie-seat-booking-master/ShowPlusMoviename.java,2,6,3,4,8,13,1,Movie-seat-booking-master,0,0,0,0
ShowsPlusMovies,clean_projects,/content/student_repos/clean_projects/Movie-seat-booking-master/ShowsPlusMovies.java,5,16,5,7,30,46,1,Movie-seat-booking-master,0,0,0,0
Movie,clean_projects,/content/student_repos/clean_projects/Movie-seat-booking-master/Movie.java,19,59,9,12,89,134,3,Movie-seat-booking-master,0,0,0,0
Booking,clean_projects,/content/student_repos/clean_projects/Movie-seat-booking-master/Booking.java,6,18,5,6,26,39,1,Movie-seat-booking-master,0,0,0,0
jsController,clean_projects,/content/student_repos/clean_projects/Movie-seat-booking-master/jsController.java,2,30,10,12,101,151,3,Movie-seat-booking-master,0,0,0,0
Switcharoo,clean_projects,/content/student_repos/clean_projects/ConvertToSwitch/Switcharoo.java,1,26,7,9,52,77,6,ConvertToSwitch,0,0,0,0
Main,clean_projects,/content/student_repos/clean_projects/InventoryManagmentSystem/Main.java,1,48,11,14,132,197,7,InventoryManagmentSystem,0,0,0,0
Item,clean_projects,/content/student_repos/clean_projects/InventoryManagmentSystem/Item.java,6,20,6,7,34,52,1,InventoryManagmentSystem,0,1,0,0
Main_alt,clean_projects,/content/student_repos/clean_projects/InventoryManagmentSystem/Main_alt.java,1,8,5,6,23,34,1,InventoryManagmentSystem,0,0,0,0
InventoryManagementSystem,clean_projects,/content/student_repos/clean_projects/InventoryManagmentSystem/InventoryManagementSystem.java,7,53,11,14,123,184,3,InventoryManagmentSystem,0,0,0,0
iItems,clean_projects,/content/student_repos/clean_projects/InventoryManagmentSystem/iItems.java,4,14,5,6,22,33,1,InventoryManagmentSystem,0,1,0,0
grades,clean_projects,/content/student_repos/clean_projects/switch/grades.java,0,17,4,22,14,31,5,switch,0,0,0,0
S05_Q2_Hashtable,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S05_Q2_Hashtable.java,1,13,7,9,56,83,2,java-projects-collection-main-2,0,0,0,0
S11_Q1_MultilevelInheritance,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S11_Q1_MultilevelInheritance.java,4,15,6,7,31,46,1,java-projects-collection-main-2,0,0,0,0
SingleNumber,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/SingleNumber.java,1,18,7,9,56,84,8,java-projects-collection-main-2,0,0,1,0
S08_Q2_FrequentCharacter,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S08_Q2_FrequentCharacter.java,1,14,7,9,52,79,4,java-projects-collection-main-2,0,0,0,0
ArrayRunTimeIn,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/ArrayRunTimeIn.java,1,7,6,7,35,53,3,java-projects-collection-main-2,0,0,0,0
S07_Q2_ComparableComparator,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S07_Q2_ComparableComparator.java,4,22,9,11,75,113,3,java-projects-collection-main-2,0,0,0,0
Special_Array_I,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/Special_Array_I.java,1,9,6,7,36,55,7,java-projects-collection-main-2,0,0,0,0
S02_Q2_HashSet_TreeSet,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S02_Q2_HashSet_TreeSet.java,1,24,9,11,79,118,3,java-projects-collection-main-2,0,0,0,0
StringBuilders,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/StringBuilders.java,1,12,7,9,50,75,1,java-projects-collection-main-2,0,0,0,0
Strings,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/Strings.java,1,12,7,8,44,66,1,java-projects-collection-main-2,0,0,0,0
cmd,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/cmd.java,1,5,4,5,15,23,1,java-projects-collection-main-2,0,0,0,0
S04_Q1_MaxMinArray,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S04_Q1_MaxMinArray.java,1,10,6,8,38,58,4,java-projects-collection-main-2,0,0,0,0
S01_Q1_PrimeNumbers,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S01_Q1_PrimeNumbers.java,1,12,6,7,33,49,5,java-projects-collection-main-2,0,0,0,0
Divisible_by_Three,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/Divisible_by_Three.java,1,7,4,5,15,22,3,java-projects-collection-main-2,0,0,0,0
DetailsReding,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/DetailsReding.java,1,20,9,11,74,111,1,java-projects-collection-main-2,0,0,0,0
Format,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/Format.java,1,4,3,4,10,16,1,java-projects-collection-main-2,0,0,0,0
S10_Q2_JDBC_CRUD,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S10_Q2_JDBC_CRUD.java,1,13,7,8,46,70,2,java-projects-collection-main-2,0,0,0,0
Datatype,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/Datatype.java,1,10,5,7,30,44,1,java-projects-collection-main-2,0,0,0,0
BankClass,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/BankClass.java,4,33,9,11,80,121,2,java-projects-collection-main-2,0,0,0,0
TypeConversion,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/TypeConversion.java,1,8,4,6,20,31,1,java-projects-collection-main-2,0,0,0,0
S01_Q2_HashMap_TreeMap,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S01_Q2_HashMap_TreeMap.java,1,26,11,13,115,172,3,java-projects-collection-main-2,0,0,0,0
S06_Q2_EvenFibonacciSum,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S06_Q2_EvenFibonacciSum.java,1,12,6,7,37,56,3,java-projects-collection-main-2,0,0,0,0
StringToIntCMD,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/StringToIntCMD.java,1,6,5,6,26,39,1,java-projects-collection-main-2,0,0,0,0
S09_Q1_Pangram,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S09_Q1_Pangram.java,1,18,7,9,52,78,7,java-projects-collection-main-2,0,0,1,0
CMDForLoop,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/CMDForLoop.java,1,5,4,5,16,23,2,java-projects-collection-main-2,0,0,0,0
S02_Q1_Armstrong,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S02_Q1_Armstrong.java,1,10,6,8,39,59,3,java-projects-collection-main-2,0,0,0,0
RedingInput,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/RedingInput.java,1,25,10,12,95,142,1,java-projects-collection-main-2,0,0,0,0
details,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/details.java,1,5,4,5,14,22,1,java-projects-collection-main-2,0,0,0,0
InstanceVariable,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/InstanceVariable.java,2,13,6,7,34,52,1,java-projects-collection-main-2,0,0,0,0
S07_Q1_Constructors,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S07_Q1_Constructors.java,5,23,7,9,50,75,1,java-projects-collection-main-2,0,0,0,0
S06_Q1_PersonDetails,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S06_Q1_PersonDetails.java,3,13,5,7,30,45,1,java-projects-collection-main-2,0,0,0,0
ForMultyDimArray,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/ForMultyDimArray.java,1,9,6,8,42,64,3,java-projects-collection-main-2,0,0,0,0
S09_Q2_ArrayList_LinkedList,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S09_Q2_ArrayList_LinkedList.java,1,26,10,13,108,161,3,java-projects-collection-main-2,0,0,0,0
S03_Q1_SortArray,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S03_Q1_SortArray.java,1,5,4,5,19,28,1,java-projects-collection-main-2,0,0,0,0
ArrayClassMethods,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/ArrayClassMethods.java,1,13,9,10,73,110,1,java-projects-collection-main-2,0,0,0,0
S03_Q2_StringPermutations,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S03_Q2_StringPermutations.java,2,16,7,9,52,77,3,java-projects-collection-main-2,0,0,0,0
S04_Q2_ArrayListIterator,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S04_Q2_ArrayListIterator.java,1,12,6,7,38,56,2,java-projects-collection-main-2,0,0,0,0
S08_Q1_MethodOverloading,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S08_Q1_MethodOverloading.java,4,15,7,8,46,68,1,java-projects-collection-main-2,0,0,0,0
S05_Q1_RemoveDuplicates,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S05_Q1_RemoveDuplicates.java,1,6,6,7,31,46,3,java-projects-collection-main-2,0,0,0,0
Concatenation_of_Array,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/Concatenation_of_Array.java,1,8,5,6,28,41,2,java-projects-collection-main-2,0,0,0,0
main,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/main.java,1,3,3,3,7,11,1,java-projects-collection-main-2,0,0,0,0
S10_Q1_Anagram,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S10_Q1_Anagram.java,1,11,6,8,42,62,2,java-projects-collection-main-2,0,0,0,0
OppsBasic,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/OppsBasic.java,3,15,6,7,37,56,1,java-projects-collection-main-2,0,0,0,0
MultyDimArray,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/MultyDimArray.java,1,9,6,7,32,49,3,java-projects-collection-main-2,0,0,0,0
StaticMethods,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/StaticMethods.java,2,10,5,7,30,46,1,java-projects-collection-main-2,0,0,0,0
StaticDataVarables,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/StaticDataVarables.java,1,9,5,7,29,43,1,java-projects-collection-main-2,0,0,0,0
StringMethods,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/StringMethods.java,1,23,10,13,105,157,1,java-projects-collection-main-2,0,0,0,0
S11_Q2_AbstractClassShapes,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/S11_Q2_AbstractClassShapes.java,4,16,6,8,42,62,1,java-projects-collection-main-2,0,0,0,0
StringBuildersMethod,clean_projects,/content/student_repos/clean_projects/java-projects-collection-main-2/StringBuildersMethod.java,1,16,8,10,63,95,1,java-projects-collection-main-2,0,0,0,0
MemoryRobot,clean_projects,/content/student_repos/clean_projects/robotMaze/MemoryRobot.java,6,117,20,24,396,594,17,robotMaze,0,0,0,0
MazeRunner,clean_projects,/content/student_repos/clean_projects/robotMaze/MazeRunner.java,1,42,11,13,112,167,6,robotMaze,0,0,0,0
RandomRobot,clean_projects,/content/student_repos/clean_projects/robotMaze/RandomRobot.java,3,43,12,14,139,208,13,robotMaze,0,0,0,0
Maze,clean_projects,/content/student_repos/clean_projects/robotMaze/Maze.java,7,80,14,18,205,308,9,robotMaze,0,0,1,0
RightHandRuleRobot,clean_projects,/content/student_repos/clean_projects/robotMaze/RightHandRuleRobot.java,6,157,23,28,537,806,41,robotMaze,0,0,0,0
Robot,clean_projects,/content/student_repos/clean_projects/robotMaze/Robot.java,9,72,14,17,200,299,4,robotMaze,0,0,0,0
DriverCls,clean_projects,/content/student_repos/clean_projects/ExceptionType1/DriverCls.java,1,10,4,5,20,29,2,ExceptionType1,0,0,0,0
buffer,clean_projects,/content/student_repos/clean_projects/mini_project4_vol2/buffer.java,3,24,8,10,62,94,1,mini_project4_vol2,0,0,0,0
Main,clean_projects,/content/student_repos/clean_projects/mini_project4_vol2/Main.java,1,56,14,17,192,289,10,mini_project4_vol2,0,0,0,0
Circle,clean_projects,/content/student_repos/clean_projects/mini_project4_vol2/Circle.java,4,38,10,12,91,137,1,mini_project4_vol2,0,0,1,0
DriverCls,clean_projects,/content/student_repos/clean_projects/FunctionalOverloading/DriverCls.java,1,6,4,4,13,19,1,FunctionalOverloading,0,0,0,0
ObjectCls,clean_projects,/content/student_repos/clean_projects/FunctionalOverloading/ObjectCls.java,2,6,4,4,13,19,1,FunctionalOverloading,0,0,0,0
App,clean_projects,/content/student_repos/clean_projects/NQueenGame/App.java,1,6,4,5,18,26,1,NQueenGame,0,0,0,0
QueenBoard,clean_projects,/content/student_repos/clean_projects/NQueenGame/QueenBoard.java,1,9,5,6,27,41,3,NQueenGame,0,0,0,0
NQueenGame,clean_projects,/content/student_repos/clean_projects/NQueenGame/NQueenGame.java,5,49,12,15,146,220,9,NQueenGame,0,0,1,0
Game,clean_projects,/content/student_repos/clean_projects/Correct Number Guess Game/Game.java,6,42,10,12,94,140,4,Correct Number Guess Game,0,0,0,0
UserDefined,clean_projects,/content/student_repos/clean_projects/Exception Handling/UserDefined.java,4,54,10,13,110,165,6,Exception Handling,0,0,1,0
RedefineException,clean_projects,/content/student_repos/clean_projects/Exception Handling/RedefineException.java,1,22,8,9,58,86,7,Exception Handling,0,0,0,0
CLA_length,clean_projects,/content/student_repos/clean_projects/Exception Handling/CLA_length.java,2,22,6,7,37,55,4,Exception Handling,0,0,1,0
UncheckedException,clean_projects,/content/student_repos/clean_projects/Exception Handling/UncheckedException.java,1,6,4,5,16,23,1,Exception Handling,0,0,0,0
CheckedException,clean_projects,/content/student_repos/clean_projects/Exception Handling/CheckedException.java,1,7,5,6,25,37,1,Exception Handling,0,0,0,0
DriverCls,clean_projects,/content/student_repos/clean_projects/FoodOrder/DriverCls.java,1,5,3,4,10,15,1,FoodOrder,0,0,0,0
FoodOrder,clean_projects,/content/student_repos/clean_projects/FoodOrder/FoodOrder.java,2,13,6,7,32,47,1,FoodOrder,0,0,0,0
Companies,clean_projects,/content/student_repos/clean_projects/Medical Store Shop System + Database + Jar Files/Companies.java,14,330,34,42,1190,1786,7,Medical Store Shop System + Database + Jar Files,0,0,0,1
GlobalConstant,clean_projects,/content/student_repos/clean_projects/Medical Store Shop System + Database + Jar Files/GlobalConstant.java,0,14,3,25,15,31,1,Medical Store Shop System + Database + Jar Files,0,0,0,0
MainPage,clean_projects,/content/student_repos/clean_projects/Medical Store Shop System + Database + Jar Files/MainPage.java,16,283,33,40,1074,1611,7,Medical Store Shop System + Database + Jar Files,1,0,0,1
NewSale,clean_projects,/content/student_repos/clean_projects/Medical Store Shop System + Database + Jar Files/NewSale.java,14,341,35,42,1198,1798,7,Medical Store Shop System + Database + Jar Files,0,0,0,1
LoginForm,clean_projects,/content/student_repos/clean_projects/Medical Store Shop System + Database + Jar Files/LoginForm.java,11,206,29,36,844,1265,7,Medical Store Shop System + Database + Jar Files,1,0,0,1
Medicines,clean_projects,/content/student_repos/clean_projects/Medical Store Shop System + Database + Jar Files/Medicines.java,14,403,40,49,1604,2406,7,Medical Store Shop System + Database + Jar Files,0,0,0,1
AdminPanel,clean_projects,/content/student_repos/clean_projects/Medical Store Shop System + Database + Jar Files/AdminPanel.java,15,340,36,44,1276,1913,7,Medical Store Shop System + Database + Jar Files,1,0,0,1
SalesRecord,clean_projects,/content/student_repos/clean_projects/Medical Store Shop System + Database + Jar Files/SalesRecord.java,8,122,21,25,432,649,7,Medical Store Shop System + Database + Jar Files,0,0,0,1
ProfileForm,clean_projects,/content/student_repos/clean_projects/Medical Store Shop System + Database + Jar Files/ProfileForm.java,13,304,35,42,1192,1788,7,Medical Store Shop System + Database + Jar Files,1,0,0,1
Order,clean_projects,/content/student_repos/clean_projects/Composition2/Order.java,13,60,12,14,137,205,2,Composition2,0,0,0,1
Program,clean_projects,/content/student_repos/clean_projects/Composition2/Program.java,1,40,12,15,146,220,2,Composition2,0,0,0,0
Client,clean_projects,/content/student_repos/clean_projects/Composition2/Client.java,9,29,7,9,49,74,1,Composition2,0,1,0,0
Product,clean_projects,/content/student_repos/clean_projects/Composition2/Product.java,7,21,6,7,36,53,1,Composition2,0,1,0,0
OrderItem,clean_projects,/content/student_repos/clean_projects/Composition2/OrderItem.java,10,33,8,10,60,91,1,Composition2,0,1,0,0
OrderStatus,clean_projects,/content/student_repos/clean_projects/Composition2/OrderStatus.java,0,4,1,7,0,7,1,Composition2,0,0,0,0
TodoListApp,clean_projects,/content/student_repos/clean_projects/Todo List App/TodoListApp.java,1,38,11,13,122,182,8,Todo List App,0,0,0,0
